x1,x2,x3,x10,x12,x13,x15,x16,x18,x19,x20,x24,x26,x27,x28,x29,x36,x39,x40,x41,y
37,38,7,0,0,9,9,6,17,8,0,0,4,1.75,11,7,2,0,0,4,0
28,35,2,0,0,0,0,0,5,17,18,0,1,0,24,145,3,0,0,3,0
72,44,4,0,0,39,105,60,7,8,11,22,5,1.2,45,32,6,0,0,1,0
19,18,1,0,0,9,8,5,56,7,0,0,2,0.5,140,15,1,0,1,4,0
66,25,5,0,0,34,20,25,16,6,2,11,6,0.83,11,28,5,0,0,3,0
2,4,1,0,0,0,0,0,0,2,3,0,3,1,91,2,0,0,0,5,0
175,226,0,0,0,25,7,12,6,0,47,57,7,1,376,125,7,0,0,2,0
169,172,3,0,0,72,63,43,36,14,25,14,7,0.86,43,124,6,0,0,2,0
56,51,13,0,0,22,10,31,49,12,20,5,4,0.75,107,11,2,0,0,2,0
7,7,3,0,0,0,2,0,2,6,1,0,2,1,141,7,0,0,0,5,0
69,27,2,0,0,40,20,32,20,2,2,6,6,1,45,14,4,0,0,4,0
7,15,4,0,0,0,0,0,0,2,10,0,3,1,116,3,0,0,0,1,0
6,11,3,0,0,0,0,0,0,0,0,0,2,1,16,1,0,0,0,2,0
0,6,0,0,0,0,16,8,0,0,0,0,2,0.5,132,3,1,0,0,4,0
200,160,16,0,381,77,95,94,34,56,19,14,7,1,374,48,13,0,0,4,0
68,51,12,0,0,34,16,29,8,11,14,52,7,0.86,21,202,5,0,0,3,0
19,74,4,2,0,0,0,0,5,4,26,0,7,1.29,92,9,5,1,1,2,0
69,47,6,0,0,17,12,41,12,6,25,6,5,1,45,42,8,0,0,5,0
54,22,7,0,0,10,69,47,6,22,17,1,3,1.33,370,17,3,0,0,2,0
60,25,3,0,0,49,48,16,18,3,1,4,3,1,85,33,3,0,0,3,0
118,116,26,0,0,51,59,39,12,7,33,13,7,1,22,38,5,0,0,3,0
197,147,7,0,52,63,46,54,38,26,80,1,9,0.89,371,78,8,0,0,5,0
61,31,8,0,0,36,32,28,1,32,33,11,7,1,20,33,7,0,0,4,0
15,4,3,0,0,12,12,13,12,2,0,0,2,1.5,111,15,1,0,0,4,0
14,34,0,0,0,0,0,0,0,0,8,0,1,0,156,19,2,0,0,3,0
115,84,15,0,0,50,33,57,21,17,11,2,5,1,424,37,3,0,0,2,0
26,44,2,0,0,4,0,0,6,9,25,0,2,0.5,160,9,1,0,0,5,0
86,50,1,0,0,36,24,43,21,2,23,8,7,0.86,44,17,5,0,0,3,0
84,53,6,0,0,19,30,39,6,7,47,2,4,0.75,38,29,6,0,0,2,0
3,15,0,0,0,0,0,0,0,8,4,0,2,0.5,134,2,0,0,0,3,0
15,18,4,0,0,4,0,0,6,6,1,0,3,0.67,141,3,1,0,0,5,0
11,20,6,0,0,0,0,0,2,19,0,0,4,1,79,1,0,0,0,3,0
40,34,0,0,0,17,12,12,0,5,15,2,4,0.75,62,41,5,0,0,2,0
59,21,2,0,0,41,20,41,7,0,1,0,4,1.25,69,21,4,0,0,3,0
107,80,5,0,112,26,14,18,19,25,46,5,7,0.86,21,59,11,0,0,4,0
23,33,4,0,0,0,12,8,7,26,5,3,4,0.75,72,53,4,0,0,5,0
22,11,1,0,0,9,5,11,3,0,0,3,3,1.33,81,5,1,0,0,1,0
83,16,5,0,0,53,50,56,24,10,2,0,4,1.25,58,18,4,0,0,5,0
41,30,1,0,0,9,37,25,8,7,10,2,3,0.67,138,20,2,0,0,2,0
6,7,1,0,0,0,0,0,0,1,18,1,3,0.67,117,2,1,0,0,5,0
22,34,10,0,0,0,0,0,40,5,14,0,6,1.17,374,3,1,0,0,3,0
13,23,9,0,0,0,0,0,0,31,7,0,2,0.5,164,3,0,0,0,3,0
128,102,2,0,24,36,94,31,18,4,12,11,7,0.86,36,33,7,0,0,5,0
9,21,0,0,0,0,0,0,0,0,9,0,2,1.5,374,2,0,0,0,2,0
99,35,14,0,0,136,29,50,9,15,0,8,4,0.75,0,117,3,0,0,4,0
104,79,1,0,163,41,22,33,15,14,32,6,6,0.83,61,12,7,0,0,2,0
180,96,1,0,8,49,107,55,16,12,57,20,8,0.88,365,44,11,0,0,1,0
100,46,13,0,0,87,67,68,44,24,19,3,6,1,44,42,5,0,0,2,0
11,16,0,0,0,0,0,0,0,0,0,0,1,0,175,5,0,0,0,5,0
16,21,2,0,0,3,0,0,3,1,0,0,3,0.67,129,3,2,0,0,2,0
73,31,4,0,0,36,16,50,15,4,1,5,8,2.38,23,13,4,0,0,2,0
0,3,0,0,0,0,0,0,0,0,0,0,1,0,106,1,0,0,0,4,0
89,46,2,0,0,43,38,33,18,6,0,3,6,1,35,17,4,0,0,2,0
30,15,3,0,0,17,16,10,9,2,1,1,4,0.75,112,1,1,0,0,2,0
82,55,5,0,0,41,53,34,23,8,1,3,6,1.17,21,43,5,0,0,5,0
5,8,0,0,0,0,0,0,0,0,1,0,1,0,187,2,0,0,0,2,0
59,21,0,0,0,34,39,36,2,0,2,4,5,0.8,377,28,3,0,0,2,0
103,68,51,0,0,92,47,68,24,73,13,0,4,1,86,50,4,0,0,6,0
5,13,1,0,0,0,0,0,0,0,0,0,1,0,179,4,0,0,0,4,0
92,54,2,0,0,58,33,31,32,12,43,15,7,1,360,18,5,0,0,2,0
92,149,0,0,0,11,7,6,12,5,4,0,6,0.83,40,285,2,0,0,5,0
62,30,3,0,2,92,38,33,8,20,7,4,6,1.17,20,55,9,0,0,1,0
10,9,3,0,0,0,0,0,0,3,4,0,3,2,37,5,2,0,0,5,0
27,25,1,0,0,13,15,24,0,1,8,2,6,1.83,90,14,1,0,0,4,0
46,31,1,0,0,17,16,24,6,0,0,10,5,1.2,34,9,2,0,0,3,0
55,12,3,0,0,42,29,60,16,4,0,0,3,2,370,36,4,0,0,1,0
98,52,3,0,302,43,17,36,21,8,31,12,4,0.75,87,26,6,0,0,2,0
126,54,1,0,0,34,96,63,1,3,42,15,5,1.4,377,34,8,0,0,5,0
53,82,12,0,0,3,8,5,3,20,72,0,4,0.75,30,52,6,0,0,4,0
4,2,1,0,0,0,0,0,0,1,0,0,1,0,17,10,1,0,0,4,0
0,3,0,0,0,0,0,0,0,0,0,0,1,0,167,1,0,0,0,2,0
109,51,2,0,0,34,32,49,16,7,42,8,5,1,65,33,9,0,0,5,0
105,67,0,0,1,49,25,33,2,8,19,5,7,0.86,22,135,5,0,0,3,0
24,18,2,0,0,8,1,1,6,2,2,2,5,0.8,81,3,1,0,0,3,0
37,12,4,0,0,10,56,42,6,16,12,3,5,1,374,10,5,0,0,6,0
49,78,2,0,0,0,0,0,0,8,25,2,4,1,60,46,4,0,0,2,0
16,22,5,0,0,9,1,0,2,10,1,0,4,0.75,114,7,1,0,0,4,0
68,21,3,0,0,34,45,42,40,1,0,7,4,0.75,40,29,4,0,0,4,0
29,48,7,0,0,0,0,0,22,7,23,0,4,1.25,60,5,0,0,0,6,0
78,28,5,0,0,34,135,32,21,6,2,11,7,1,377,11,5,0,0,5,0
103,63,11,0,0,34,33,40,29,5,3,14,7,0.86,41,16,5,0,0,5,0
187,194,30,2,229,37,63,36,82,94,130,8,8,1,372,57,10,0,2,4,0
68,35,6,0,51,23,16,17,16,16,13,0,4,1,88,34,6,0,0,4,0
74,103,4,0,4,17,9,30,17,12,15,2,6,1,373,35,5,0,0,2,0
22,39,10,0,117,0,0,1,4,18,7,0,8,0.88,19,13,4,0,0,3,0
58,46,8,0,0,25,29,18,0,3,17,7,6,1.17,22,8,3,0,0,2,0
1,2,2,0,0,0,0,0,6,1,1,0,1,0,186,13,0,0,0,2,0
31,24,3,0,0,25,18,14,1,2,16,2,3,0.67,105,14,2,0,0,3,0
95,44,39,0,0,17,87,74,14,24,22,17,6,0.83,69,18,7,0,0,4,0
18,9,2,0,0,9,13,17,3,2,0,0,2,0.5,88,17,1,0,0,2,0
19,10,2,0,0,9,34,1,7,2,0,0,3,2.33,372,6,1,0,0,2,0
13,21,0,2,19,0,0,0,0,2,0,0,4,1.25,57,5,1,1,0,4,0
0,23,0,0,2,0,0,0,0,24,7,0,4,1.5,96,349,2,0,0,3,0
19,28,1,0,0,0,3,1,3,0,7,0,5,0.8,94,3,3,0,0,4,0
104,65,10,0,46,57,34,41,28,9,4,9,6,0.83,68,115,6,0,0,3,0
84,60,6,0,0,34,21,24,28,6,3,3,5,1,69,19,5,0,0,5,0
5,5,1,0,0,0,0,0,0,1,1,0,1,0,112,11,0,0,0,2,0
75,24,17,0,0,72,27,39,21,10,0,13,6,0.83,377,19,4,0,0,3,0
73,63,7,0,0,50,45,46,11,5,6,7,7,1,376,98,5,0,0,2,0
122,87,27,4,0,87,32,66,41,29,7,3,7,1,369,17,4,1,1,3,0
49,54,0,0,0,9,5,3,1,10,26,0,6,0.83,45,84,4,0,0,3,0
28,45,4,0,0,0,0,0,20,2,9,0,1,0,183,9,0,0,0,4,0
69,61,5,0,0,8,42,34,11,26,48,4,4,1,85,216,4,0,0,2,0
119,74,9,1,0,53,95,55,59,21,2,18,6,0.83,44,34,5,1,0,6,0
6,4,0,0,0,0,0,0,0,1,8,0,3,1,105,4,2,0,0,4,0
69,68,11,0,0,9,75,31,6,20,42,7,4,0.75,108,49,8,0,0,4,0
105,52,10,0,0,46,12,34,46,30,2,5,6,1,32,26,5,0,0,6,0
44,40,5,0,0,12,13,14,1,7,38,4,3,0.67,141,26,3,0,0,4,0
56,21,10,0,0,34,11,27,11,17,7,0,3,1.33,68,36,5,0,0,4,0
74,33,1,0,0,34,26,45,16,2,33,7,5,1.4,21,16,4,0,0,2,0
120,22,8,0,0,45,26,72,27,40,10,10,6,0.83,46,71,11,0,0,5,0
0,115,0,0,0,108,53,19,27,15,0,5,5,1.2,380,145,5,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,187,1,0,0,0,5,0
147,88,4,0,0,65,32,35,54,15,89,2,5,0.8,379,53,6,0,0,5,0
4,4,1,0,0,7,0,0,0,2,1,0,2,2.5,68,6,2,0,0,5,0
198,92,17,0,0,53,102,111,17,43,19,5,8,0.88,15,60,9,0,2,3,0
6,14,2,0,0,0,0,0,26,2,0,0,2,1,138,7,0,0,0,4,0
11,8,0,0,6,0,0,0,0,0,0,0,4,1.5,42,2,1,0,0,3,0
1,2,0,0,0,0,0,0,0,0,0,0,1,0,379,2,0,0,0,3,0
0,2,0,0,0,0,3,0,0,1,0,0,1,0,375,7,1,0,0,4,0
73,17,7,0,0,46,16,42,27,10,0,9,4,0.75,84,31,5,0,0,5,0
0,31,0,0,0,41,83,50,7,0,0,8,6,0.83,38,15,5,0,0,3,0
61,36,12,0,0,39,78,56,6,24,13,4,5,1.4,371,78,5,0,0,4,0
121,125,3,0,822,44,20,33,26,23,24,6,7,0.86,45,24,7,0,0,6,0
74,58,5,0,0,17,31,27,12,6,23,0,6,0.83,68,10,5,0,0,3,0
18,4,1,0,0,9,6,8,3,1,0,1,3,0.67,128,7,1,0,0,2,0
81,57,7,0,0,94,29,47,23,9,12,0,5,0.8,364,75,6,0,0,2,0
47,14,0,0,0,34,32,53,0,8,8,11,5,0.8,21,16,4,0,0,2,0
3,7,2,0,0,0,0,0,21,1,0,0,2,0.5,159,4,0,0,0,3,0
68,41,4,0,0,35,24,37,29,4,1,7,7,1,371,11,4,0,0,3,0
93,53,7,3,32,34,19,29,24,6,12,0,7,0.86,44,134,6,1,0,1,0
129,85,2,1,0,36,25,65,18,15,59,11,6,1.17,375,13,8,0,1,1,0
0,5,0,0,0,0,24,13,0,5,4,0,3,0.67,95,468,3,0,0,5,0
86,51,5,0,0,46,39,29,52,10,1,11,6,0.83,62,17,5,0,0,6,0
0,24,0,0,0,8,23,16,1,6,0,0,4,1,17,27,1,0,0,4,0
4,15,5,0,0,0,0,0,15,1,3,0,2,27,178,6,0,0,0,3,0
276,252,15,0,0,186,79,115,68,20,44,38,8,0.88,12,163,5,0,0,6,0
74,29,1,0,0,34,47,24,9,0,2,12,6,1.17,21,26,5,0,0,2,0
80,86,31,0,0,34,37,34,11,13,27,13,6,1.17,11,34,5,0,0,1,0
106,84,6,0,0,40,40,64,25,22,24,8,6,1,43,36,6,0,0,5,0
104,68,6,0,1163,34,26,41,15,21,39,15,6,1.17,374,21,6,0,0,5,0
70,23,1,0,0,41,84,45,2,0,5,8,5,1.2,36,18,4,0,0,4,0
32,19,0,0,0,21,25,7,1,0,0,2,4,1,79,14,2,0,0,4,0
278,336,8,1,130,51,26,51,100,69,331,24,11,1,19,45,9,0,0,4,0
276,264,14,0,854,68,72,74,43,31,179,23,8,0.88,19,254,15,0,0,2,0
6,18,6,1,0,0,0,0,1,3,7,0,1,0,183,8,0,0,1,2,0
37,47,2,0,0,11,2,0,3,1,0,0,5,1.2,44,29,3,0,0,6,0
184,133,17,0,0,48,101,100,27,33,107,10,6,0.83,44,40,10,0,0,2,0
44,37,2,2,0,8,11,16,11,10,2,1,4,1.25,46,56,4,1,1,4,0
65,66,1,0,0,32,19,8,6,0,41,0,3,1,107,58,2,0,0,5,0
110,74,8,1,0,53,28,34,16,1,15,9,6,1,40,103,5,1,0,3,0
143,75,14,0,1184,63,14,77,24,88,54,9,6,1.17,372,47,13,0,0,2,0
45,19,1,0,0,17,9,12,6,3,8,5,3,1.33,61,46,3,0,0,2,0
4,6,2,0,0,0,0,0,0,0,1,0,2,0.5,153,1,0,0,0,2,0
79,42,8,0,0,34,16,28,33,4,12,3,8,0.88,377,6,3,0,0,6,0
55,73,0,0,0,36,13,6,0,36,8,0,3,0.67,114,49,2,0,0,4,0
75,135,9,1,0,9,8,7,23,15,57,3,5,1.4,372,30,2,0,2,2,0
16,27,4,0,0,0,0,0,8,1,5,0,2,1.5,104,3,1,0,0,5,0
10,20,2,0,0,0,10,1,0,3,0,0,3,0.67,113,2,3,0,0,3,0
11,17,1,0,0,0,0,0,0,0,0,0,1,0,180,8,0,0,0,5,0
77,145,12,1,261,0,0,0,12,32,57,0,4,0.75,101,42,3,1,0,5,0
118,125,22,0,0,25,36,41,20,21,49,1,6,1.17,378,34,4,0,0,4,0
43,34,3,0,0,7,15,3,15,2,0,0,5,0.8,79,8,4,0,0,2,0
48,30,0,0,0,36,47,10,0,5,6,0,4,1,34,43,4,0,0,2,0
47,51,1,0,0,8,14,8,15,4,16,1,3,0.67,129,11,2,0,0,4,0
37,20,4,0,0,19,5,2,2,1,3,0,5,1.2,37,8,2,0,0,3,0
71,62,3,0,0,18,7,22,14,5,5,3,6,1,32,13,4,0,0,1,0
74,49,9,0,0,52,25,32,12,38,27,2,3,0.67,110,268,4,0,0,5,0
1,2,1,0,0,0,0,0,0,2,0,0,1,0,132,1,0,0,0,5,0
61,58,20,0,10,70,26,44,10,84,49,1,4,1.5,45,327,7,0,0,4,0
179,78,12,0,0,68,214,123,30,14,45,8,7,1,380,50,9,0,0,2,0
25,28,5,0,0,0,5,1,0,6,10,0,2,1.5,105,44,3,0,0,5,0
12,24,2,0,0,0,0,0,0,0,2,0,2,0.5,22,2,0,0,0,1,0
82,33,11,1,0,42,17,48,26,5,1,15,8,0.88,370,13,4,1,0,4,0
6,14,2,0,0,0,0,0,0,0,0,0,3,1.67,69,2,0,0,0,3,0
12,30,5,0,0,0,0,0,2,2,0,0,4,1.25,70,3,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,183,1,0,0,0,1,0
49,66,3,0,0,24,18,13,2,31,44,6,4,1,46,35,4,0,0,5,0
51,41,2,0,104,0,0,0,0,11,1,0,6,1.17,20,24,4,0,0,5,0
79,51,10,0,0,56,32,35,21,15,1,12,7,0.86,44,19,5,0,0,5,0
8,10,1,0,0,0,0,0,0,2,0,2,3,1.67,35,15,2,0,0,5,0
130,88,18,0,665,64,19,11,31,39,45,0,9,1.56,373,23,6,0,0,5,0
79,41,14,0,0,42,19,23,26,23,5,2,4,1.75,370,30,5,0,0,5,0
87,38,3,0,0,46,81,43,8,1,2,6,4,0.75,109,35,3,0,0,2,0
138,127,8,1,0,34,40,62,35,5,56,10,8,0.88,375,92,7,1,0,2,0
68,52,10,0,205,41,13,33,17,14,6,0,7,0.86,39,16,7,0,0,2,0
114,52,8,0,0,52,78,64,36,15,0,5,7,1,374,13,4,0,1,3,0
65,55,17,0,0,0,36,33,6,8,10,12,7,1,367,10,5,0,0,2,0
66,47,3,0,0,31,19,26,6,2,3,9,4,1,36,41,2,0,0,5,0
21,20,0,0,0,0,24,13,0,0,0,2,3,1.33,57,5,1,0,0,6,0
78,46,6,0,468,31,18,25,15,19,38,2,5,0.8,92,51,5,0,4,6,0
28,21,5,0,0,9,59,25,0,16,15,1,4,1,83,98,6,0,0,3,0
43,44,7,0,0,9,10,14,3,9,11,6,6,1.17,371,15,1,0,0,6,0
74,27,10,0,0,59,43,26,23,9,0,6,5,1,68,32,4,0,0,4,0
82,29,2,0,0,44,33,32,15,5,16,6,5,1.4,377,21,4,0,0,4,0
211,180,22,0,942,56,32,33,126,53,22,11,8,0.88,370,19,8,0,0,2,0
115,105,1,0,0,66,33,135,41,2,2,3,5,1.4,382,44,3,0,0,4,0
34,59,2,0,0,22,9,22,11,2,0,1,4,1.25,44,10,1,0,0,4,0
0,17,0,0,0,39,117,37,3,5,6,9,5,1.2,21,24,4,0,0,2,0
150,108,17,0,1033,44,111,76,135,132,55,5,6,1.17,365,26,9,0,0,1,0
64,45,0,0,0,67,25,18,15,2,0,0,4,1,66,41,3,0,0,5,0
158,75,28,0,34,154,43,78,58,40,19,53,8,0.88,23,27,5,0,0,6,0
8,12,0,0,0,0,0,0,0,0,19,0,2,0.5,153,1,0,0,0,5,0
62,38,4,0,0,25,29,30,9,3,0,0,4,0.75,115,21,3,0,0,5,0
3,5,1,0,0,0,0,0,0,3,0,0,2,1.5,105,1,0,0,0,4,0
17,12,3,0,382,0,2,0,9,18,6,0,5,1,68,10,6,0,0,6,0
127,169,13,0,0,34,18,48,21,40,49,22,4,0.75,109,29,2,0,0,2,0
7,10,2,0,0,0,0,0,2,5,0,0,1,0,180,4,0,0,0,2,0
20,23,1,0,0,1,51,8,3,1,11,0,3,0.67,107,12,2,0,0,4,0
122,86,14,0,0,40,24,67,21,60,21,7,5,1,39,70,8,0,0,3,0
130,55,17,1,110,68,53,74,52,25,19,15,8,0.88,377,19,5,0,1,4,0
18,4,1,0,0,14,14,12,6,3,0,0,1,0,165,703,1,0,0,5,0
6,20,0,0,0,0,0,0,0,0,0,0,3,1.33,87,2,0,0,0,3,0
81,23,7,0,0,42,17,42,17,11,0,6,5,1.2,43,48,7,0,0,4,0
18,9,1,0,2,9,11,11,3,4,8,0,2,2,93,1,2,0,0,2,0
45,27,6,0,0,18,15,13,30,4,9,3,3,1,115,2,3,0,0,5,0
8,15,1,0,0,0,0,0,4,2,0,0,5,1.4,381,3,1,0,0,4,0
64,22,0,0,0,34,26,25,12,0,0,2,4,1.75,372,21,2,0,0,2,0
183,157,3,1,0,47,20,31,32,32,99,13,7,0.86,17,72,9,1,1,2,0
86,56,9,0,0,50,10,4,6,24,26,2,7,0.86,44,43,9,0,0,2,0
157,108,9,0,0,47,49,62,18,29,88,12,7,0.86,372,88,12,0,0,2,0
18,13,5,0,63,0,0,0,4,23,2,0,2,1,115,37,0,0,0,1,0
8,10,2,0,0,0,0,0,0,1,0,0,2,1,129,3,1,0,0,4,0
18,12,2,0,0,9,10,6,21,3,0,1,2,2,83,4,1,0,0,4,0
180,170,2,0,524,48,111,82,20,16,197,9,6,0.83,61,30,11,0,0,4,0
115,78,14,0,0,42,17,27,42,21,14,11,6,1,41,37,8,0,0,5,0
157,121,0,0,0,120,31,40,31,5,23,5,5,1,22,62,5,0,1,3,0
91,221,48,0,0,29,20,15,96,44,10,0,8,0.88,42,10,2,0,0,5,0
186,172,14,0,161,34,45,59,59,40,100,22,8,0.88,369,128,16,0,0,1,0
26,44,5,0,9,0,0,1,2,2,0,7,5,1,65,54,4,0,0,4,0
59,63,11,0,0,29,10,24,19,16,7,1,3,1.33,17,29,3,0,0,2,0
92,44,10,0,468,40,13,33,20,19,22,1,7,1,367,4,0,0,0,3,0
27,23,6,0,0,4,9,11,12,6,8,1,3,1,96,83,2,0,0,4,0
72,74,2,0,0,22,26,24,6,19,74,25,6,1.17,21,71,7,0,0,2,0
33,46,4,0,0,0,0,0,19,8,2,0,5,0.8,61,5,2,0,0,2,0
74,51,7,0,0,25,22,39,13,4,6,6,4,1.75,363,24,1,0,0,5,0
2,9,0,0,0,0,0,0,0,0,1,0,1,0,178,3,0,0,0,2,0
61,6,5,0,0,34,14,44,18,5,0,11,5,0.8,33,35,5,0,0,2,0
119,42,4,0,0,72,26,58,48,24,25,17,5,1.2,20,51,5,0,0,6,0
66,42,1,0,0,30,17,33,9,0,0,4,4,1.75,374,15,2,0,0,2,0
66,79,6,0,0,0,1,0,0,13,43,0,2,0.5,90,64,5,0,0,4,0
61,14,5,0,0,25,17,36,26,21,11,8,5,0.8,55,32,6,0,0,5,0
72,47,8,0,0,34,59,52,9,20,30,6,7,1,376,55,8,0,0,2,0
2,4,1,0,0,0,0,0,0,0,1,0,1,0,58,1,0,0,0,4,0
9,14,2,0,0,0,0,0,0,1,5,0,2,1.5,107,1,1,0,0,4,0
106,49,1,0,8,34,61,39,19,8,37,15,7,1,65,24,7,0,0,2,0
20,29,6,0,379,0,0,0,7,2,2,10,8,1.38,44,11,5,0,0,4,0
62,35,1,0,0,0,60,40,20,2,1,4,6,1.17,367,60,3,0,0,4,0
100,82,10,0,37,34,84,31,31,19,0,23,8,0.88,368,31,4,0,0,5,0
106,60,10,0,165,34,27,54,46,31,12,6,7,1,376,76,8,0,0,5,0
4,5,0,0,0,0,0,0,0,0,0,0,1,0,166,1,0,0,0,2,0
128,58,6,0,0,108,46,64,43,6,5,19,6,0.83,46,30,5,0,0,3,0
8,11,0,0,0,0,0,0,0,0,1,0,3,3.33,44,1,0,0,0,2,0
37,44,8,2,223,0,0,6,1,10,14,6,7,1,380,22,5,2,3,4,0
218,231,16,0,456,65,60,81,71,55,86,15,6,0.83,61,47,10,0,0,4,0
4,9,0,0,0,0,0,0,0,0,0,1,4,3.25,80,1,0,0,0,3,0
65,49,7,0,6,35,26,52,0,22,49,18,7,1,377,107,10,0,0,3,0
10,48,9,0,0,0,0,0,0,2,1,0,5,11.8,369,1,0,0,0,6,0
48,15,3,1,0,43,49,67,12,9,2,3,4,1.75,370,135,5,1,0,0,0
37,37,8,0,971,0,0,2,3,29,17,0,4,0.75,24,49,4,0,0,1,0
1,2,1,0,0,0,0,0,0,0,0,0,1,0,177,1,0,0,0,5,0
89,50,1,0,0,58,37,17,12,2,41,5,4,0.75,91,39,5,0,0,2,0
60,81,2,0,0,48,15,14,1,20,17,6,4,0.75,12,387,4,0,0,4,0
99,68,7,0,330,0,85,66,27,4,5,26,8,0.88,369,27,5,0,0,4,0
48,28,1,0,0,42,12,15,24,12,3,1,6,1.17,381,7,2,0,0,5,0
38,34,3,0,461,9,3,1,3,23,1,2,3,1.33,91,38,2,0,0,2,0
12,33,3,0,0,0,0,0,0,1,0,0,2,1.5,38,3,0,0,0,3,0
59,36,7,0,0,31,50,36,9,7,4,16,4,0.75,62,29,4,0,0,3,0
60,75,8,0,0,0,0,1,9,25,24,4,4,0.75,0,108,8,0,0,5,0
20,5,1,0,0,24,7,11,8,1,0,0,2,2.5,57,20,1,0,0,5,0
15,19,3,0,0,0,0,0,0,0,0,0,2,0.5,160,4,0,0,0,3,0
32,32,0,0,0,13,11,10,0,3,9,2,2,1,107,40,2,0,0,6,0
20,6,3,0,0,27,9,7,6,3,0,0,3,1.67,59,14,2,0,0,0,0
136,60,14,0,40,56,107,87,10,38,27,14,6,0.83,42,217,12,0,0,3,0
92,74,1,0,0,35,12,22,18,9,38,3,6,1.17,23,32,6,0,0,2,0
98,113,12,0,291,50,30,41,25,17,27,11,6,0.83,66,32,8,0,0,2,0
92,34,6,0,0,65,49,55,36,15,5,13,4,1.25,16,46,5,0,0,6,0
2,4,1,0,0,0,0,0,0,0,0,0,3,2,23,1,0,0,0,2,0
22,34,10,0,0,0,0,0,0,4,10,0,2,1.5,117,27,0,0,0,5,0
27,38,7,0,1,0,0,0,0,10,4,0,3,0.67,130,19,2,0,0,4,0
44,50,20,0,4,0,0,2,8,12,12,2,7,1,377,36,8,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,176,2,0,0,1,3,0
44,33,4,0,0,21,5,11,7,5,9,1,3,1,106,36,3,0,0,2,0
124,210,18,0,0,9,7,10,9,61,81,8,5,0.8,33,65,7,0,0,4,0
7,13,3,0,0,0,0,0,0,1,2,0,1,0,139,1,0,0,0,3,0
68,45,1,0,0,37,26,19,12,0,1,1,5,1.4,375,9,2,0,0,2,0
79,56,11,0,0,43,15,45,3,16,14,9,5,0.8,0,30,5,0,0,3,0
48,40,3,0,0,23,18,14,7,0,2,6,4,1.5,44,51,2,0,0,4,0
128,97,16,0,0,42,23,44,22,18,2,4,7,0.86,44,67,10,0,0,5,0
59,71,1,0,0,33,18,11,1,17,18,2,5,1.2,31,83,3,0,0,3,0
58,38,2,0,13,17,6,17,6,5,5,2,3,2,36,14,2,0,0,3,0
32,31,9,0,0,9,28,18,3,10,0,2,3,0.67,118,48,2,0,0,3,0
72,48,5,0,0,34,41,41,6,1,3,10,5,0.8,89,58,5,0,0,5,0
24,35,4,0,154,0,0,0,10,7,3,0,2,1.5,110,39,3,0,0,3,0
77,71,9,0,0,29,6,8,20,4,2,1,6,1,92,9,3,0,0,4,0
112,87,12,0,1846,29,10,19,18,21,44,5,5,1,35,62,13,0,0,1,0
57,26,2,0,0,27,15,36,10,0,0,16,4,1.75,379,6,2,0,0,2,0
14,31,4,0,79,0,0,0,0,8,3,0,2,0.5,24,57,1,0,0,5,0
99,99,5,0,0,34,26,35,15,9,42,6,5,0.8,42,55,6,0,0,6,0
47,68,3,0,0,10,6,6,8,6,1,0,4,1.5,41,14,1,0,0,4,0
21,10,2,0,0,9,4,8,3,0,0,1,2,1.5,112,9,1,0,0,6,0
99,81,0,0,2,69,67,78,12,24,25,9,5,0.8,18,251,6,0,0,2,0
73,34,4,0,0,41,54,46,5,7,3,6,5,1.4,375,31,2,0,0,5,0
41,24,0,0,0,19,10,18,6,0,0,7,3,1,35,15,2,0,0,2,0
10,20,2,0,0,0,0,0,0,4,0,0,3,1.67,38,2,1,0,0,2,0
11,21,5,0,0,0,0,0,6,1,1,1,4,1,80,34,0,0,0,6,0
79,28,8,4,0,40,77,29,26,5,0,15,7,1,19,16,5,2,0,4,0
8,11,0,0,0,0,0,0,0,0,10,0,2,0.5,163,5,1,0,0,6,0
84,60,7,0,0,39,19,52,31,14,3,19,3,1.67,64,38,5,0,0,2,0
8,15,1,0,0,0,2,0,0,1,1,0,4,1.5,32,9,1,0,0,4,0
4,9,1,0,0,0,0,0,0,0,0,0,2,0.5,162,1,1,0,0,2,0
47,31,2,0,0,17,20,23,6,1,1,5,4,1,92,5,3,0,0,3,0
179,124,4,0,39,51,65,69,15,31,87,20,6,1,378,166,12,0,0,6,0
41,25,6,0,0,19,12,22,17,8,0,1,2,0.5,34,27,3,0,0,5,0
8,7,4,0,0,0,0,0,0,0,0,0,3,1,114,1,0,0,0,6,0
42,24,4,0,0,17,12,21,14,3,0,2,4,1,32,10,2,0,0,5,0
4,6,1,0,0,0,0,0,0,3,4,0,2,1,140,1,0,0,0,2,0
23,38,5,0,435,0,0,1,8,9,4,9,4,1.25,69,46,5,0,0,4,0
70,68,0,0,0,75,8,8,6,10,4,2,5,1,372,12,3,0,0,6,0
4,6,1,0,0,0,0,0,0,4,2,0,1,0,189,24,0,0,0,4,0
97,58,6,0,9,82,51,53,34,6,0,6,6,1,41,18,5,0,0,5,0
